order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
1259,1000,Cancelled,F,2025-06-02 16:02:22 UTC,,,,2
1268,1004,Cancelled,F,2020-06-05 14:12:55 UTC,,,,1
1270,1005,Cancelled,F,2022-07-19 16:40:59 UTC,,,,1
1277,1011,Cancelled,F,2026-03-13 16:28:58 UTC,,,,1
1302,1032,Cancelled,F,2025-11-26 04:08:28 UTC,,,,1
1317,1041,Cancelled,F,2025-10-02 19:09:20 UTC,,,,2
1318,1042,Cancelled,F,2025-09-24 13:17:35 UTC,,,,2
1324,1047,Cancelled,F,2023-01-31 02:09:35 UTC,,,,1
1325,1048,Cancelled,F,2024-12-17 17:37:08 UTC,,,,1
1328,1049,Cancelled,F,2022-08-08 13:10:23 UTC,,,,1
1341,1058,Cancelled,F,2024-10-31 21:03:56 UTC,,,,1
1377,1085,Cancelled,F,2025-03-23 16:21:38 UTC,,,,1
1393,1094,Cancelled,F,2026-02-27 19:37:32 UTC,,,,3
1414,1115,Cancelled,F,2022-06-04 15:14:11 UTC,,,,1
1437,1137,Cancelled,F,2025-11-12 07:50:38 UTC,,,,2
1455,1154,Cancelled,F,2024-12-09 15:58:30 UTC,,,,1
1480,1176,Cancelled,F,2026-01-29 09:05:47 UTC,,,,1
1499,1189,Cancelled,F,2023-04-01 11:03:45 UTC,,,,1
1516,1202,Cancelled,F,2022-09-17 05:43:58 UTC,,,,1
1552,1234,Cancelled,F,2026-01-10 07:54:40 UTC,,,,1
1553,1235,Cancelled,F,2021-01-18 19:50:41 UTC,,,,1
1564,1241,Cancelled,F,2024-10-05 02:14:46 UTC,,,,1
1641,1309,Cancelled,F,2022-08-24 03:47:46 UTC,,,,1
1642,1309,Cancelled,F,2025-08-11 03:32:14 UTC,,,,1
1664,1327,Cancelled,F,2023-11-21 20:32:04 UTC,,,,1
1665,1328,Cancelled,F,2021-12-13 17:28:35 UTC,,,,2
1668,1330,Cancelled,F,2024-07-28 10:53:54 UTC,,,,3
1672,1332,Cancelled,F,2025-09-04 20:45:25 UTC,,,,1
1674,1337,Cancelled,F,2025-11-13 02:14:19 UTC,,,,1
1677,1338,Cancelled,F,2020-02-03 08:10:39 UTC,,,,2
1686,1348,Cancelled,F,2022-08-02 03:07:37 UTC,,,,1
1693,1354,Cancelled,F,2024-06-16 05:39:03 UTC,,,,1
1694,1355,Cancelled,F,2024-10-26 14:27:01 UTC,,,,1
1715,1370,Cancelled,F,2024-01-29 14:37:53 UTC,,,,1
1722,1376,Cancelled,F,2025-08-13 14:42:00 UTC,,,,1
1730,1384,Cancelled,F,2021-01-26 19:13:25 UTC,,,,1
1743,1398,Cancelled,F,2022-07-03 11:23:37 UTC,,,,2
1749,1402,Cancelled,F,2025-11-19 14:11:31 UTC,,,,1
1750,1402,Cancelled,F,2024-04-19 09:30:19 UTC,,,,1
1757,1406,Cancelled,F,2024-04-21 21:48:39 UTC,,,,4
1766,1413,Cancelled,F,2025-12-23 05:43:37 UTC,,,,1
1806,1444,Cancelled,F,2023-07-09 21:18:02 UTC,,,,2
1824,1459,Cancelled,F,2023-12-12 15:06:08 UTC,,,,1
1837,1469,Cancelled,F,2022-09-02 12:34:42 UTC,,,,1
1838,1469,Cancelled,F,2026-01-29 10:35:56 UTC,,,,2
1881,1500,Cancelled,F,2025-10-10 18:10:08 UTC,,,,1
1908,1526,Cancelled,F,2025-06-24 05:49:29 UTC,,,,1
1926,1544,Cancelled,F,2024-04-15 06:17:55 UTC,,,,3
1940,1556,Cancelled,F,2025-04-24 20:11:05 UTC,,,,2
1948,1565,Cancelled,F,2023-04-19 00:51:03 UTC,,,,1
1957,1576,Cancelled,F,2026-02-02 16:14:12 UTC,,,,1
1958,1577,Cancelled,F,2026-02-27 00:14:22 UTC,,,,2
1963,1580,Cancelled,F,2025-03-02 11:48:38 UTC,,,,4
1983,1592,Cancelled,F,2019-10-06 06:41:43 UTC,,,,1
2014,1607,Cancelled,F,2024-07-27 16:12:16 UTC,,,,1
2015,1608,Cancelled,F,2025-05-05 23:00:28 UTC,,,,1
2038,1628,Cancelled,F,2021-09-19 02:05:38 UTC,,,,1
2055,1642,Cancelled,F,2023-11-24 05:42:09 UTC,,,,1
2065,1654,Cancelled,F,2024-03-30 21:52:25 UTC,,,,1
2094,1675,Cancelled,F,2025-11-29 05:44:41 UTC,,,,2
2100,1678,Cancelled,F,2025-09-28 19:28:09 UTC,,,,1
2138,1710,Cancelled,F,2023-09-23 06:42:14 UTC,,,,1
2151,1722,Cancelled,F,2025-08-01 21:15:10 UTC,,,,1
2171,1733,Cancelled,F,2026-01-27 00:44:51 UTC,,,,1
2177,1738,Cancelled,F,2025-10-25 00:32:20 UTC,,,,1
2200,1758,Cancelled,F,2025-04-27 10:39:39 UTC,,,,2
2216,1770,Cancelled,F,2025-07-04 03:39:45 UTC,,,,4
2226,1778,Cancelled,F,2026-02-28 12:07:48 UTC,,,,1
2242,1788,Cancelled,F,2023-08-21 15:51:04 UTC,,,,4
2262,1805,Cancelled,F,2021-04-16 08:07:53 UTC,,,,1
2295,1829,Cancelled,F,2025-02-27 11:11:09 UTC,,,,1
2300,1832,Cancelled,F,2020-04-18 21:39:17 UTC,,,,1
2311,1841,Cancelled,F,2023-09-07 09:35:41 UTC,,,,1
2321,1847,Cancelled,F,2024-02-10 14:52:26 UTC,,,,1
2344,1875,Cancelled,F,2026-03-01 06:42:54 UTC,,,,2
2394,1912,Cancelled,F,2026-01-14 03:02:22 UTC,,,,1
2421,1932,Cancelled,F,2026-01-13 02:34:09 UTC,,,,1
2427,1937,Cancelled,F,2024-08-13 12:13:36 UTC,,,,2
2433,1945,Cancelled,F,2025-12-20 01:28:48 UTC,,,,1
2451,1964,Cancelled,F,2023-07-31 07:20:04 UTC,,,,1
2454,1967,Cancelled,F,2025-09-24 11:18:13 UTC,,,,1
2501,2000,Cancelled,F,2022-03-12 08:50:17 UTC,,,,3
2506,2005,Cancelled,F,2023-12-14 15:02:58 UTC,,,,2
2525,2020,Cancelled,F,2023-04-06 16:23:31 UTC,,,,2
2556,2043,Cancelled,F,2024-09-26 08:49:08 UTC,,,,2
2568,2050,Cancelled,F,2020-09-15 15:08:06 UTC,,,,3
2594,2069,Cancelled,F,2025-05-13 22:06:56 UTC,,,,1
2603,2072,Cancelled,F,2024-03-23 08:27:17 UTC,,,,1
2608,2076,Cancelled,F,2024-10-22 12:29:05 UTC,,,,1
2610,2077,Cancelled,F,2025-06-27 04:10:53 UTC,,,,2
2614,2082,Cancelled,F,2024-02-13 20:46:21 UTC,,,,4
2618,2086,Cancelled,F,2025-12-16 18:50:43 UTC,,,,2
2656,2115,Cancelled,F,2025-12-06 22:46:09 UTC,,,,1
2660,2117,Cancelled,F,2022-05-06 00:42:43 UTC,,,,4
2681,2129,Cancelled,F,2024-07-15 02:24:26 UTC,,,,1
2732,2165,Cancelled,F,2024-01-10 15:47:27 UTC,,,,1
2758,2187,Cancelled,F,2026-03-06 18:53:20 UTC,,,,1
2793,2209,Cancelled,F,2025-12-09 21:19:45 UTC,,,,2
2794,2209,Cancelled,F,2026-01-25 23:14:14 UTC,,,,1
2872,2268,Cancelled,F,2022-08-20 09:17:42 UTC,,,,2
2907,2298,Cancelled,F,2024-11-18 02:58:29 UTC,,,,2
2909,2299,Cancelled,F,2019-11-27 16:27:22 UTC,,,,2
2921,2307,Cancelled,F,2025-08-19 06:09:50 UTC,,,,2
2938,2325,Cancelled,F,2025-08-11 10:20:37 UTC,,,,1
2949,2331,Cancelled,F,2026-02-12 03:24:16 UTC,,,,1
2950,2331,Cancelled,F,2024-10-31 19:00:01 UTC,,,,1
2955,2335,Cancelled,F,2023-04-28 05:24:00 UTC,,,,1
2964,2341,Cancelled,F,2024-07-02 17:54:34 UTC,,,,1
2970,2343,Cancelled,F,2026-01-31 14:55:29 UTC,,,,2
2989,2360,Cancelled,F,2025-06-26 12:00:35 UTC,,,,1
3003,2372,Cancelled,F,2021-05-25 17:49:36 UTC,,,,1
3007,2377,Cancelled,F,2025-09-29 16:32:53 UTC,,,,1
3029,2397,Cancelled,F,2025-02-24 22:39:25 UTC,,,,4
3039,2406,Cancelled,F,2026-03-05 08:35:05 UTC,,,,1
3046,2410,Cancelled,F,2023-02-03 02:22:06 UTC,,,,1
3068,2430,Cancelled,F,2023-12-14 09:49:28 UTC,,,,1
3082,2444,Cancelled,F,2025-12-26 18:34:37 UTC,,,,1
3086,2447,Cancelled,F,2024-05-05 06:36:58 UTC,,,,1
3092,2451,Cancelled,F,2024-01-09 00:11:30 UTC,,,,1
3098,2453,Cancelled,F,2025-07-11 14:36:11 UTC,,,,2
3117,2465,Cancelled,F,2023-09-07 05:56:42 UTC,,,,1
3137,2482,Cancelled,F,2024-07-09 14:23:49 UTC,,,,1
3139,2484,Cancelled,F,2025-05-19 00:18:42 UTC,,,,3
3155,2495,Cancelled,F,2025-05-26 04:48:00 UTC,,,,2
3157,2498,Cancelled,F,2021-03-24 17:19:29 UTC,,,,1
3158,2499,Cancelled,F,2025-10-24 23:20:44 UTC,,,,1
3160,2500,Cancelled,F,2026-01-22 13:49:22 UTC,,,,3
3189,2521,Cancelled,F,2024-10-08 12:25:32 UTC,,,,2
3196,2531,Cancelled,F,2025-10-10 10:14:49 UTC,,,,1
3197,2532,Cancelled,F,2025-07-30 03:16:22 UTC,,,,1
3221,2551,Cancelled,F,2020-06-18 08:58:54 UTC,,,,1
3255,2575,Cancelled,F,2023-07-04 23:57:20 UTC,,,,1
3276,2593,Cancelled,F,2024-03-12 11:23:25 UTC,,,,3
3285,2599,Cancelled,F,2024-12-11 14:54:03 UTC,,,,1
3309,2615,Cancelled,F,2024-10-09 18:47:13 UTC,,,,1
3320,2623,Cancelled,F,2025-04-08 23:25:14 UTC,,,,1
3364,2659,Cancelled,F,2025-04-23 16:05:02 UTC,,,,2
3365,2661,Cancelled,F,2025-04-06 10:57:55 UTC,,,,1
3368,2667,Cancelled,F,2024-07-20 20:36:10 UTC,,,,1
3371,2670,Cancelled,F,2023-07-09 16:44:43 UTC,,,,2
3381,2677,Cancelled,F,2019-12-19 23:37:27 UTC,,,,1
3386,2680,Cancelled,F,2024-12-15 20:36:43 UTC,,,,1
3390,2682,Cancelled,F,2025-05-30 13:46:38 UTC,,,,1
3418,2705,Cancelled,F,2023-09-14 08:35:51 UTC,,,,1
3433,2713,Cancelled,F,2025-10-17 07:09:38 UTC,,,,1
3465,2750,Cancelled,F,2026-02-23 12:59:34 UTC,,,,1
3470,2753,Cancelled,F,2024-07-12 18:15:19 UTC,,,,1
3481,2764,Cancelled,F,2024-08-12 18:53:59 UTC,,,,1
3482,2764,Cancelled,F,2024-06-30 16:13:26 UTC,,,,1
3483,2765,Cancelled,F,2026-03-11 07:17:25.338564 UTC,,,,1
3487,2768,Cancelled,F,2025-11-01 00:35:21 UTC,,,,1
3508,2780,Cancelled,F,2025-04-13 09:21:15 UTC,,,,1
3509,2780,Cancelled,F,2023-11-25 00:09:19 UTC,,,,1
3513,2782,Cancelled,F,2023-11-11 21:45:53 UTC,,,,1
3514,2783,Cancelled,F,2024-08-16 01:26:35 UTC,,,,1
3543,2806,Cancelled,F,2023-09-03 05:40:19 UTC,,,,1
3575,2840,Cancelled,F,2025-06-01 17:11:48 UTC,,,,3
3589,2854,Cancelled,F,2026-01-12 15:12:55 UTC,,,,3
3610,2870,Cancelled,F,2025-03-30 16:46:53 UTC,,,,1
3612,2872,Cancelled,F,2021-11-18 03:41:01 UTC,,,,1
3634,2891,Cancelled,F,2025-08-21 14:35:44 UTC,,,,1
3650,2907,Cancelled,F,2025-04-02 06:04:49 UTC,,,,3
3651,2907,Cancelled,F,2023-12-02 05:33:02 UTC,,,,1
3664,2919,Cancelled,F,2025-03-08 13:51:05 UTC,,,,1
3667,2922,Cancelled,F,2024-06-30 23:06:42 UTC,,,,4
3672,2927,Cancelled,F,2025-06-01 08:11:08 UTC,,,,1
3674,2930,Cancelled,F,2025-10-24 18:33:16 UTC,,,,1
3682,2935,Cancelled,F,2025-04-21 08:29:10 UTC,,,,1
3689,2938,Cancelled,F,2025-09-17 07:54:26 UTC,,,,1
3698,2942,Cancelled,F,2025-12-04 03:05:02 UTC,,,,2
3700,2942,Cancelled,F,2024-02-24 18:10:59 UTC,,,,1
3730,2971,Cancelled,F,2022-05-11 13:02:38 UTC,,,,1
3745,2983,Cancelled,F,2020-09-23 21:30:01 UTC,,,,1
3748,2988,Cancelled,F,2026-01-01 15:49:26 UTC,,,,3
3763,3006,Cancelled,F,2024-08-17 11:42:13 UTC,,,,2
3814,3048,Cancelled,F,2026-02-25 11:46:34 UTC,,,,2
3824,3053,Cancelled,F,2021-09-22 15:24:27 UTC,,,,1
3831,3058,Cancelled,F,2026-01-19 01:21:53 UTC,,,,1
3835,3061,Cancelled,F,2020-10-20 12:44:50 UTC,,,,1
3836,3062,Cancelled,F,2025-11-15 11:18:42 UTC,,,,1
3843,3070,Cancelled,F,2024-10-19 07:41:13 UTC,,,,1
3883,3107,Cancelled,F,2024-11-19 20:27:57 UTC,,,,1
3887,3110,Cancelled,F,2024-06-25 00:18:24 UTC,,,,1
3888,3110,Cancelled,F,2024-08-28 07:39:47 UTC,,,,1
3889,3111,Cancelled,F,2026-01-09 12:32:55 UTC,,,,1
3896,3115,Cancelled,F,2020-05-03 17:29:04 UTC,,,,1
3908,3124,Cancelled,F,2020-12-24 06:26:20 UTC,,,,2
3919,3132,Cancelled,F,2023-04-02 03:10:57 UTC,,,,1
3933,3145,Cancelled,F,2026-01-13 04:24:19 UTC,,,,1
3934,3146,Cancelled,F,2025-02-24 12:01:26 UTC,,,,2
3952,3163,Cancelled,F,2024-08-12 12:18:06 UTC,,,,1
3954,3163,Cancelled,F,2022-11-25 23:54:28 UTC,,,,1
3966,3172,Cancelled,F,2023-04-08 09:39:21 UTC,,,,1
3982,3182,Cancelled,F,2024-03-26 00:31:52 UTC,,,,1
3993,3189,Cancelled,F,2023-04-06 05:00:43 UTC,,,,1
4047,3234,Cancelled,F,2025-08-21 10:20:38 UTC,,,,1
4066,3251,Cancelled,F,2026-02-17 15:55:05 UTC,,,,1
4089,3264,Cancelled,F,2024-08-27 23:50:47 UTC,,,,1
4119,3289,Cancelled,F,2023-08-02 14:34:26 UTC,,,,1
4131,3298,Cancelled,F,2021-05-13 13:06:37 UTC,,,,1
4151,3313,Cancelled,F,2026-03-07 14:23:17 UTC,,,,1
4155,3316,Cancelled,F,2024-07-15 12:00:16 UTC,,,,1
4167,3324,Cancelled,F,2025-06-23 23:51:26 UTC,,,,1
4175,3333,Cancelled,F,2024-07-25 19:13:58 UTC,,,,1
4186,3340,Cancelled,F,2025-10-19 06:43:54 UTC,,,,4
4194,3349,Cancelled,F,2025-12-25 19:40:35 UTC,,,,1
4195,3349,Cancelled,F,2025-08-03 19:50:36 UTC,,,,4
4228,3375,Cancelled,F,2024-07-26 22:26:06 UTC,,,,1
4237,3378,Cancelled,F,2022-01-04 18:40:33 UTC,,,,1
4243,3385,Cancelled,F,2025-05-08 16:35:04 UTC,,,,1
4264,3405,Cancelled,F,2024-08-14 03:42:20 UTC,,,,1
4269,3409,Cancelled,F,2026-03-13 08:02:21 UTC,,,,4
4281,3419,Cancelled,F,2024-03-30 07:08:03 UTC,,,,1
4357,3476,Cancelled,F,2022-01-06 06:49:09 UTC,,,,2
4366,3480,Cancelled,F,2020-02-19 15:39:09 UTC,,,,2
4382,3495,Cancelled,F,2022-01-01 16:24:01 UTC,,,,1
4418,3522,Cancelled,F,2025-02-28 02:31:26 UTC,,,,1
4419,3522,Cancelled,F,2024-07-31 07:08:49 UTC,,,,1
4423,3527,Cancelled,F,2024-03-13 15:01:22 UTC,,,,2
4435,3538,Cancelled,F,2024-01-28 16:00:06 UTC,,,,1
4459,3553,Cancelled,F,2023-04-15 08:00:31 UTC,,,,4
4465,3558,Cancelled,F,2025-10-22 15:37:16 UTC,,,,2
4466,3559,Cancelled,F,2024-01-12 08:18:51 UTC,,,,1
4470,3563,Cancelled,F,2024-08-06 17:55:08 UTC,,,,3
4492,3582,Cancelled,F,2024-07-08 14:41:19 UTC,,,,4
4503,3595,Cancelled,F,2020-07-31 21:27:35 UTC,,,,2
4521,3608,Cancelled,F,2022-03-23 01:02:04 UTC,,,,4
4531,3617,Cancelled,F,2024-04-29 11:45:49 UTC,,,,1
4547,3631,Cancelled,F,2025-04-08 10:33:57 UTC,,,,1
4548,3631,Cancelled,F,2023-04-18 23:50:45 UTC,,,,2
4576,3656,Cancelled,F,2022-11-07 10:33:38 UTC,,,,1
4586,3669,Cancelled,F,2022-12-13 18:25:59 UTC,,,,1
4596,3676,Cancelled,F,2023-01-11 00:51:46 UTC,,,,3
4610,3687,Cancelled,F,2022-08-14 19:41:51 UTC,,,,1
4620,3695,Cancelled,F,2026-03-13 08:22:09 UTC,,,,2
4630,3701,Cancelled,F,2024-07-31 02:15:35 UTC,,,,1
4638,3708,Cancelled,F,2025-03-22 19:57:52 UTC,,,,1
4655,3721,Cancelled,F,2024-04-27 13:38:43 UTC,,,,1
4674,3736,Cancelled,F,2026-01-22 20:12:19 UTC,,,,1
4694,3750,Cancelled,F,2025-11-20 17:12:45 UTC,,,,1
4714,3763,Cancelled,F,2023-08-09 04:09:35 UTC,,,,2
4734,3778,Cancelled,F,2024-07-07 17:31:00 UTC,,,,1
4738,3781,Cancelled,F,2024-09-11 19:34:04 UTC,,,,1
4748,3788,Cancelled,F,2026-02-17 14:00:15 UTC,,,,1
4752,3790,Cancelled,F,2026-01-01 18:32:55 UTC,,,,1
4757,3794,Cancelled,F,2024-09-13 19:55:12 UTC,,,,1
4764,3799,Cancelled,F,2021-03-31 06:36:26 UTC,,,,1
4773,3802,Cancelled,F,2022-09-13 02:12:29 UTC,,,,1
4798,3828,Cancelled,F,2025-11-23 12:25:04 UTC,,,,1
4826,3853,Cancelled,F,2025-04-10 20:02:44 UTC,,,,1
4857,3873,Cancelled,F,2025-12-27 23:04:35 UTC,,,,1
4886,3900,Cancelled,F,2020-05-24 03:11:23 UTC,,,,1
4898,3912,Cancelled,F,2026-02-02 06:10:16 UTC,,,,1
4899,3914,Cancelled,F,2025-10-25 00:31:54 UTC,,,,1
4900,3915,Cancelled,F,2023-04-27 06:36:38 UTC,,,,1
4912,3924,Cancelled,F,2025-02-21 00:01:41 UTC,,,,2
4916,3929,Cancelled,F,2023-02-22 10:23:19 UTC,,,,4
4941,3946,Cancelled,F,2025-05-14 00:56:11 UTC,,,,2
4957,3955,Cancelled,F,2025-01-21 06:18:28 UTC,,,,1
4970,3965,Cancelled,F,2026-03-09 22:55:14.18347 UTC,,,,1
4974,3968,Cancelled,F,2023-08-28 12:34:32 UTC,,,,1
4989,3976,Cancelled,F,2024-07-13 08:39:53 UTC,,,,1
5007,3989,Cancelled,F,2026-01-31 18:50:35 UTC,,,,1
5018,4003,Cancelled,F,2026-01-14 22:24:45 UTC,,,,1
5020,4004,Cancelled,F,2024-10-19 04:52:39 UTC,,,,1
5023,4007,Cancelled,F,2025-04-23 01:39:21 UTC,,,,2
5030,4014,Cancelled,F,2026-01-25 14:04:39 UTC,,,,1
5033,4015,Cancelled,F,2024-06-06 12:06:26 UTC,,,,1
5058,4029,Cancelled,F,2026-03-12 17:51:40.518936 UTC,,,,1
5064,4034,Cancelled,F,2026-01-28 07:36:44 UTC,,,,1
5099,4058,Cancelled,F,2025-12-09 19:45:37 UTC,,,,1
5100,4058,Cancelled,F,2025-10-14 02:15:37 UTC,,,,1
5105,4062,Cancelled,F,2021-10-30 16:10:51 UTC,,,,1
5116,4070,Cancelled,F,2025-02-12 22:06:02 UTC,,,,1
5127,4077,Cancelled,F,2022-09-11 02:05:17 UTC,,,,2
5143,4088,Cancelled,F,2023-01-19 10:13:35 UTC,,,,1
5153,4097,Cancelled,F,2020-11-01 18:09:51 UTC,,,,1
5156,4103,Cancelled,F,2025-03-11 22:22:41 UTC,,,,1
5162,4109,Cancelled,F,2024-02-21 17:30:54 UTC,,,,1
5163,4110,Cancelled,F,2020-06-21 05:23:39 UTC,,,,1
5173,4118,Cancelled,F,2022-09-12 16:43:56 UTC,,,,1
5198,4138,Cancelled,F,2021-01-23 09:00:13 UTC,,,,1
5199,4139,Cancelled,F,2024-09-25 07:53:03 UTC,,,,1
